seed,train_size,test_type,n_train,n_test,n_train_cbgs,n_test_cbgs,mae,mse,r2,mean_ratio,median_ratio,std_ratio,train_time,pred_time,status
500,700,full,700,39011,0,0,136139.19669492258,49737703667.663086,0.5359892424219921,1.063164999549441,0.9002804347826079,0.6817621632207981,0.3928194046020508,21.39354181289673,success
500,800,full,800,39011,0,0,134671.79890888146,48829586024.31299,0.5444612128707362,1.0789248864262033,0.9083639705882357,0.6979786013756605,0.41136980056762695,23.975048065185547,success
500,900,full,900,39011,0,0,131456.8231940991,45792177547.79816,0.5727976680010083,1.12079746495293,0.9419604249502976,0.7323893676506493,0.4386887550354004,25.836316347122192,success
500,1000,full,1000,39011,0,0,132230.74041276018,46029863314.48002,0.570580260591119,1.1102727164909016,0.9341595905172417,0.7237043485739749,0.4496486186981201,27.11295771598816,success
500,2000,full,2000,39011,0,0,128522.03637555754,42830365174.30901,0.6004288753524673,1.1185438193906796,0.9325125961538465,0.7460432688265768,0.6252946853637695,47.31843543052673,success
500,3000,full,3000,39011,0,0,125407.2980357303,41728309594.4964,0.6107101229126434,1.1345252218550554,0.954610755813953,0.7267866661140131,0.8393547534942627,42.772215366363525,success
500,4000,full,4000,39011,0,0,124785.96677018981,41670994850.3229,0.6112448210571744,1.1046080822083986,0.9407636059371359,0.6949939467034626,1.1141014099121094,57.6689031124115,success
500,5000,full,5000,39011,0,0,124394.51572493176,41553506607.94353,0.6123408871063274,1.1288087178737667,0.9532408130787036,0.7225576834083076,1.342512845993042,76.48986291885376,success
500,6000,full,6000,39011,0,0,123599.82100821723,40680004453.35093,0.6204899242875925,1.1339685472777903,0.9553213942307687,0.7262334474739098,1.558746576309204,95.63692951202393,success
500,7000,full,7000,39011,0,0,123575.96897009017,40587233135.310425,0.6213554023131387,1.1341597417104032,0.9528682154605271,0.7295111603852169,1.7000608444213867,119.8869366645813,success
500,8000,full,8000,39011,0,0,122694.9482341519,39806601498.18468,0.6286380360220121,1.1468305394550118,0.9606648550724645,0.7432933057720652,2.0258471965789795,145.05302906036377,success
500,9000,full,9000,39011,0,0,122675.82112797513,39800008218.74065,0.6286995457493245,1.1397683962234428,0.9567153114886737,0.738780288165283,2.296313524246216,172.94228315353394,success
500,10000,full,10000,39011,0,0,122934.17838718566,40065439086.02443,0.6262232999894503,1.1232784792248685,0.9439999999999995,0.7272725154127326,2.330293655395508,202.97422194480896,success
600,25,full,25,39011,0,0,176830.68567078837,95323579485.81886,0.11071153128005973,1.0698994857890192,0.8774632860429442,0.783212283706162,0.36057138442993164,10.305813789367676,success
600,50,full,50,39011,0,0,150993.10238458382,59542836158.17121,0.4445156395095322,1.0862637806113442,0.8930095643939391,0.7752647174507279,0.38298892974853516,10.901257276535034,success
600,75,full,75,39011,0,0,156075.92562254076,63117271376.19359,0.4111691785528636,0.9736336239429223,0.8166224232456141,0.6686654322179455,0.38794732093811035,10.779388427734375,success
600,100,full,100,39011,0,0,156699.69591128945,61661716633.47689,0.42474827467232,0.992405247150585,0.8296627038043471,0.7154539156313938,0.4180459976196289,10.950992107391357,success
600,200,full,200,39011,0,0,158780.24728301793,69642895727.8559,0.350290616098181,0.9701606726195454,0.8156483366935484,0.6508888838565997,0.3130044937133789,14.997025966644287,success
600,300,full,300,39011,0,0,142707.80863931007,52918920566.04028,0.5063111762028703,1.0679076933610137,0.8960498387096782,0.7258482499831296,0.33379292488098145,17.33971858024597,success
600,400,full,400,39011,0,0,138714.10597111232,48592060893.08594,0.5466771216875346,1.1124480402414103,0.9266041385135132,0.7825250019563758,0.6850700378417969,18.188348054885864,success
600,500,full,500,39011,0,0,136155.66988437556,46868408256.894196,0.5627573446681673,1.143034408781526,0.9490732031249995,0.8194916442275421,0.365159273147583,19.22240972518921,success
600,600,full,600,39011,0,0,135969.21968563355,47594991344.137,0.5559789382703244,1.1069050666923406,0.9163160316780824,0.7938701311286225,0.38478994369506836,20.847533226013184,success
600,700,full,700,39011,0,0,135117.54785849663,47128365557.69171,0.5603321626596258,1.0679205474047078,0.8908914930555557,0.7359581178586244,0.39557433128356934,22.789332151412964,success
600,800,full,800,39011,0,0,134128.90042752365,46410732879.21726,0.5670270693048266,1.0854560526179449,0.905521930803572,0.7473492219357865,0.5777232646942139,24.70245862007141,success
600,900,full,900,39011,0,0,133285.4944322595,46422913652.79973,0.5669134329774309,1.1122176666934886,0.9231971224340169,0.7735263765776476,0.43694043159484863,26.376216173171997,success
600,1000,full,1000,39011,0,0,134071.75509311477,47030094814.13147,0.5612489456794416,1.108764459576066,0.9207526417525767,0.7703596154738576,0.6933140754699707,27.693930625915527,success
600,2000,full,2000,39011,0,0,128114.34461393901,42559863782.69866,0.602952424820808,1.1434150311804185,0.9519518229166668,0.7743962185194057,0.5872337818145752,47.32251214981079,success
600,3000,full,3000,39011,0,0,126972.45017951667,42515728374.95606,0.603364170890138,1.0866608053400317,0.9104768415178568,0.7165748442767716,0.8390188217163086,42.16974902153015,success
600,4000,full,4000,39011,0,0,125381.48896785521,41347906769.31329,0.61425895991319,1.1065232089665622,0.9325089166666662,0.7086860532480397,1.0742559432983398,57.944098711013794,success
600,5000,full,5000,39011,0,0,124514.12494032132,41138032925.80115,0.6162169055749877,1.1117404240505557,0.9397620535714283,0.705528951936806,1.5360665321350098,76.49915981292725,success
600,6000,full,6000,39011,0,0,124708.7352551604,41251092632.18555,0.615162154025509,1.095112148500883,0.9256547911547908,0.6937624999718239,1.5065686702728271,95.57958102226257,success
600,7000,full,7000,39011,0,0,123673.49211740759,40330238786.41796,0.623752942483462,1.1032320916640144,0.932828155339805,0.7022776595566259,1.7049446105957031,120.12924313545227,success
600,8000,full,8000,39011,0,0,122987.63715422412,39837872208.937675,0.6283463067076984,1.1109042988764817,0.9381843749999996,0.7115487036907621,1.971545934677124,145.16662645339966,success
600,9000,full,9000,39011,0,0,122559.62194497226,39314996389.36583,0.6332242963869141,1.1202229936544668,0.9433546954314723,0.7223991057779323,2.091254711151123,173.23394799232483,success
600,10000,full,10000,39011,0,0,122535.19081116543,39407568621.36336,0.6323606756659643,1.1125994267374855,0.9377089814814815,0.7152911905811211,2.4457356929779053,202.94893789291382,success
700,25,full,25,39011,0,0,184790.13868243893,91781659967.49716,0.14375464822728,1.1587404000199342,0.8773230229591843,1.0605772029558058,0.3999488353729248,10.854498147964478,success
700,50,full,50,39011,0,0,148437.8181891005,60151640938.73924,0.43883600521567656,1.093210671943561,0.9007605718085109,0.7615692657448982,0.41536617279052734,11.163594245910645,success
700,75,full,75,39011,0,0,140618.5263313152,50661884252.9798,0.5273674182944239,1.1146553877326237,0.9125603298611104,0.7957408803984543,0.49567413330078125,11.242634296417236,success
700,100,full,100,39011,0,0,144173.64047420118,55321127120.310844,0.4839006183983967,1.0290250469358593,0.8645931250000006,0.681246219504462,0.7036786079406738,11.268347024917603,success
